steam_temp_C,steam_pressure_kgcm2,vibration_mms,bearing_temp_C,rpm,oil_pressure_kgcm2,load_percent,failure
535.72,170.46,1.23,68.06,3013.0,2.07,76.1,0
535.04,176.11,1.17,70.66,3030.9,2.25,91.0,0
538.02,171.41,3.0,65.31,3017.3,2.29,94.9,0
543.58,166.13,2.07,74.48,2997.7,2.24,84.3,0
529.93,167.98,1.66,62.71,2997.7,2.12,70.7,0
538.52,173.09,1.96,69.44,3021.0,2.36,82.8,0
535.92,166.99,1.79,65.28,3029.7,1.89,64.4,0
542.15,168.19,2.6,65.44,2989.0,2.25,72.6,0
544.86,164.63,2.84,59.09,3026.5,2.0,77.0,0
538.52,164.84,5.2,85.44,3000.5,1.7,87.9,0
538.11,161.17,4.75,67.25,3011.6,2.53,75.4,0
553.68,162.92,4.95,84.22,3018.9,1.24,59.4,0
545.74,165.7,2.12,72.49,2995.9,1.83,84.4,0
539.37,167.8,2.96,61.86,2997.0,2.54,100.0,0
540.02,170.89,1.64,62.36,3000.1,2.16,97.7,0
541.74,171.09,3.07,63.95,3003.1,2.29,93.7,0
535.87,161.18,6.67,80.76,2953.4,1.38,74.6,1
569.83,157.64,7.01,90.1,2964.2,1.99,84.6,1
532.09,167.55,2.07,78.16,2993.6,2.54,72.3,0
547.11,161.1,5.05,74.66,3004.7,2.12,86.7,0
538.58,170.97,1.73,62.44,3023.5,2.35,89.2,0
524.5,175.53,2.3,58.31,3009.2,2.31,85.7,0
527.16,166.32,2.65,57.15,3001.9,2.0,76.4,0
576.16,161.19,5.37,87.15,2994.6,1.84,97.7,0
540.18,173.82,2.19,55.59,3007.4,1.97,75.4,0
562.25,161.46,8.11,77.3,3000.0,1.3,97.7,1
539.92,166.74,1.68,58.99,3001.5,1.81,82.6,0
548.46,167.83,3.15,56.89,2981.8,2.42,73.3,0
551.7,158.34,2.25,58.27,3014.1,2.2,91.1,0
536.85,168.06,3.07,61.55,2978.8,1.94,70.4,0
531.26,171.97,2.78,66.97,3017.6,2.18,77.2,0
557.69,176.45,3.03,62.6,3024.4,1.83,79.8,0
543.72,164.23,1.59,61.41,3002.9,1.94,78.8,0
574.45,147.86,11.16,84.41,2945.0,1.72,49.3,1
543.19,168.15,2.28,63.15,2998.8,2.37,88.4,0
544.0,172.81,2.13,68.82,3005.9,2.08,96.3,0
533.15,164.07,2.65,55.73,3006.9,2.18,96.3,0
534.62,159.96,1.65,66.66,3003.0,2.04,92.4,0
550.25,160.55,2.16,67.24,3006.9,2.47,97.0,0
550.39,172.12,4.29,81.94,3026.3,2.2,78.7,0
564.45,154.16,5.82,76.15,2958.0,1.71,76.1,0
535.2,172.05,3.12,65.63,2997.3,2.2,87.5,0
537.1,162.36,2.32,66.17,2994.2,1.87,76.5,0
551.64,168.78,1.89,60.15,3011.1,2.0,89.6,0
554.37,168.75,4.46,83.02,2977.2,2.54,57.9,0
559.43,165.64,1.76,57.61,2992.3,2.42,86.8,0
543.07,161.23,1.17,57.52,2994.4,1.83,78.1,0
529.05,167.45,3.2,70.34,2998.7,2.34,74.2,0
548.95,170.82,2.27,61.29,3020.3,2.23,91.3,0
535.28,172.94,1.93,65.16,2986.6,2.16,79.5,0
523.06,176.23,1.33,63.1,3009.1,2.19,84.3,0
574.1,170.81,11.31,89.44,2978.6,1.56,65.7,1
545.11,166.46,2.15,57.61,2965.6,1.98,69.3,0
576.88,152.53,8.56,87.82,2871.3,1.81,53.8,1
570.58,161.92,5.68,80.53,3012.1,1.7,70.9,0
541.91,153.78,4.57,76.66,3011.3,1.38,65.0,0
550.04,176.26,2.87,68.16,3032.4,2.01,86.3,0
555.76,173.97,4.11,71.19,3023.7,2.38,98.5,0
535.77,179.51,4.15,71.82,2998.9,2.25,72.3,0
564.91,161.11,6.67,88.44,3006.6,1.49,80.6,1
570.9,157.09,6.53,98.5,2950.7,1.7,71.1,1
538.7,170.22,3.48,62.16,3007.7,2.26,85.4,0
564.21,157.09,7.72,93.73,2939.4,1.57,66.7,1
555.81,164.72,5.48,76.69,3023.1,1.64,76.4,0
536.88,176.65,2.83,62.5,2997.2,2.15,87.8,0
528.56,167.19,2.3,73.23,2996.5,2.06,78.2,0
535.86,172.55,2.0,59.35,3003.7,2.18,91.9,0
581.62,153.8,9.48,90.77,2969.0,1.51,58.8,1
537.74,166.85,1.81,68.46,2996.9,2.12,76.9,0
556.88,165.43,6.78,85.17,2931.5,1.64,67.0,1
573.95,164.06,9.6,89.76,2933.0,1.56,80.9,1
542.26,171.34,2.67,64.3,3009.7,2.48,88.3,0
529.29,165.57,1.82,61.36,2992.8,2.25,93.7,0
567.51,170.74,6.61,79.81,2988.0,1.81,81.8,1
537.82,165.13,1.75,59.88,3003.3,2.15,88.3,0
544.75,175.8,5.67,79.04,2974.0,2.2,56.0,0
538.72,155.94,7.5,79.51,2977.7,1.71,70.5,1
550.12,170.18,1.63,61.14,2992.5,1.99,82.9,0
553.86,157.83,2.7,65.21,2995.8,2.09,85.7,0
548.5,164.42,1.66,68.44,2994.8,2.38,97.1,0
545.49,162.94,3.69,63.95,3015.5,1.92,82.6,0
572.57,167.94,5.72,84.71,2982.9,2.19,66.3,0
559.1,166.37,7.15,83.86,2963.7,2.02,76.5,1
545.96,165.16,2.7,68.76,2991.2,2.42,88.8,0
545.52,168.99,2.95,62.83,3003.6,1.99,84.3,0
548.0,173.12,3.14,64.51,3011.7,2.08,80.8,0
525.99,175.64,2.54,66.05,3008.3,2.0,81.0,0
552.03,167.67,1.91,64.72,2998.8,2.24,83.7,0
570.39,161.47,6.49,78.49,2936.7,2.05,79.7,0
527.01,162.79,2.58,72.76,3004.0,2.23,87.2,0
562.87,158.12,6.96,90.71,2948.2,1.53,55.5,1
543.03,168.88,3.36,64.98,3012.9,2.49,79.1,0
550.83,177.59,6.77,65.84,2991.5,1.91,87.7,1
548.16,159.88,6.6,71.3,2962.1,1.4,88.2,1
538.57,165.59,2.53,65.13,3006.7,1.89,77.4,0
547.76,164.42,2.56,61.72,3002.9,2.09,74.4,0
543.43,172.86,6.61,88.41,2991.8,1.75,92.2,1
539.74,170.08,2.92,73.12,2997.5,2.41,78.9,0
558.82,153.42,8.74,95.89,2957.0,1.46,55.6,1
542.12,169.04,1.43,60.74,3014.5,2.21,81.2,0
529.16,160.78,2.89,73.52,3004.7,2.32,76.0,0
548.12,166.49,3.28,57.12,3005.9,2.27,96.6,0
554.19,152.72,6.61,84.29,2936.9,2.02,55.5,1
550.77,174.6,3.38,66.61,2988.1,1.9,65.5,0
531.69,175.56,2.18,64.15,3009.8,2.56,98.3,0
532.22,175.7,0.02,72.08,3018.1,2.05,80.7,0
563.74,164.79,8.35,83.43,2988.2,1.68,73.3,1
557.51,148.64,6.7,83.69,2971.1,1.99,64.2,1
563.31,163.03,6.99,89.05,2951.2,1.52,78.7,1
537.01,160.44,3.92,67.42,2999.4,2.38,70.5,0
539.86,166.39,3.13,69.62,2981.7,2.7,87.8,0
543.22,172.53,3.39,70.52,2998.1,2.33,81.2,0
536.2,166.74,4.02,64.46,2999.5,2.26,100.0,0
557.35,168.69,2.51,66.51,2991.2,2.24,83.6,0
540.61,161.15,2.87,62.55,3023.0,2.12,80.5,0
552.26,176.49,2.44,66.07,2998.6,2.45,82.4,0
544.29,173.84,2.5,55.31,2981.7,2.14,73.6,0
549.84,172.16,5.45,83.54,2982.6,2.21,88.6,0
554.96,167.5,1.93,68.92,3010.6,2.36,100.0,0
566.53,171.49,7.38,85.8,2953.6,1.43,61.1,1
552.33,173.04,7.42,87.85,3000.6,2.2,52.2,1
541.94,162.1,4.81,78.52,2980.5,1.69,50.8,0
537.43,168.57,1.47,63.43,2986.3,2.13,67.8,0
537.38,169.23,1.81,69.53,3006.1,2.19,77.0,0
543.31,171.55,3.3,68.97,3012.1,2.21,88.4,0
542.58,170.67,3.04,61.02,2993.1,2.27,88.4,0
529.54,177.08,2.56,76.57,3011.8,2.21,78.1,0
539.11,167.6,2.52,65.56,2993.1,2.15,98.4,0
543.7,176.28,2.94,58.34,3020.8,2.35,88.4,0
574.69,167.48,9.79,92.52,2931.4,1.62,77.5,1
577.19,154.44,9.64,81.07,2933.9,1.37,58.0,1
538.11,164.45,1.15,64.96,3014.6,2.32,85.6,0
539.17,163.61,2.44,66.49,2982.2,2.1,88.3,0
535.8,173.03,2.28,58.1,3006.2,2.31,61.1,0
537.78,170.18,1.92,64.25,2992.7,2.18,80.5,0
544.19,171.9,2.96,61.15,3022.8,2.14,100.0,0
552.95,168.41,2.09,65.13,3015.2,2.18,90.9,0
538.49,168.84,2.23,59.23,2994.4,1.54,79.1,0
551.39,168.35,2.48,57.65,2983.4,1.86,95.8,0
536.32,171.86,2.51,64.9,2989.3,2.09,89.3,0
544.22,168.13,1.54,58.96,2981.6,2.28,78.6,0
526.88,182.21,2.99,74.59,3012.4,2.05,81.2,0
536.37,173.27,2.47,52.03,3031.1,2.29,84.5,0
534.25,164.19,2.37,62.68,3021.4,2.43,86.1,0
530.85,170.35,2.42,57.42,2999.3,2.08,99.1,0
536.72,165.93,2.64,66.13,3019.5,2.45,84.4,0
537.17,168.94,3.22,61.16,3006.0,2.3,87.4,0
558.37,175.5,2.22,70.93,3015.9,2.4,85.9,0
559.44,170.7,6.1,86.71,2992.8,1.68,89.5,0
516.73,174.46,1.48,61.83,3008.6,2.37,100.0,0
573.72,158.1,6.55,92.84,2994.3,2.0,90.5,1
544.2,171.38,3.23,65.93,3019.4,2.24,70.2,0
538.13,179.53,2.89,69.62,2984.3,2.34,78.6,0
548.72,170.59,1.61,65.86,2982.9,1.96,100.0,0
535.71,172.37,2.09,72.14,3001.1,2.42,87.0,0
556.2,168.45,5.78,84.39,2959.8,1.5,80.8,0
537.54,165.16,2.95,59.19,3035.0,2.46,85.1,0
546.94,161.32,2.33,64.37,2990.8,2.21,78.6,0
531.15,170.51,2.06,59.61,2987.9,2.25,72.2,0
534.01,171.26,3.39,68.84,3000.5,2.29,100.0,0
560.06,163.09,6.44,77.65,2958.8,1.88,60.5,0
521.72,166.31,2.0,77.54,3027.1,2.5,81.7,0
551.99,173.67,2.55,63.01,3010.8,2.17,79.1,0
523.22,177.55,0.13,67.55,3010.8,2.43,84.4,0
528.35,180.52,3.09,69.23,2987.1,2.22,84.2,0
546.26,177.33,3.37,67.61,2993.3,2.02,79.1,0
525.93,172.42,2.91,69.85,3004.9,1.45,90.0,0
528.34,159.69,1.86,65.08,2994.5,1.98,75.4,0
540.18,164.47,3.28,72.25,2996.7,2.48,98.8,0
540.68,167.14,3.91,72.42,2993.0,2.1,74.9,0
563.59,152.99,7.08,85.31,2930.9,2.15,80.1,1
546.0,169.27,1.38,65.06,3017.1,2.36,100.0,0
544.68,161.64,2.8,61.33,2987.3,2.55,82.9,0
550.65,169.74,5.8,85.9,3004.4,1.6,79.6,0
520.46,164.92,2.38,69.8,3003.5,2.31,76.0,0
539.43,163.87,2.61,64.91,2998.2,2.18,83.8,0
564.26,167.0,6.11,60.1,2985.3,1.43,83.9,0
551.8,171.37,2.2,71.75,2988.3,2.54,85.9,0
540.55,174.09,1.11,65.43,2998.9,2.35,83.1,0
552.42,148.67,7.93,88.03,2979.1,2.0,64.0,1
537.47,168.74,1.78,63.08,2974.0,1.77,91.2,0
552.25,162.91,6.37,94.05,2965.9,1.61,81.5,1
552.61,170.09,3.56,62.24,2972.0,2.05,100.0,0
528.07,162.66,2.47,73.35,3033.1,2.33,75.2,0
533.52,163.74,2.27,72.84,3009.7,2.34,93.9,0
543.37,162.59,2.86,72.14,2991.6,1.99,89.9,0
567.21,148.31,8.43,97.9,2943.2,1.37,71.5,1
580.61,171.39,4.82,75.66,3012.6,1.69,85.4,0
546.14,167.37,2.56,64.46,3015.5,1.94,62.2,0
538.29,170.96,3.09,62.71,3018.2,2.42,84.2,0
536.86,170.14,2.84,59.92,3009.3,2.53,83.3,0
530.97,175.48,2.49,64.66,3000.7,2.19,94.9,0
543.27,165.69,2.21,57.37,2997.1,2.14,88.0,0
559.4,157.02,7.72,87.22,2982.4,1.58,66.2,1
556.53,173.56,5.43,80.58,2961.6,1.68,69.5,0
542.23,164.12,1.96,61.73,3031.8,2.51,68.3,0
544.35,160.96,1.95,64.73,3003.8,1.94,83.7,0
534.26,172.12,2.05,67.07,3003.8,2.3,94.8,0
541.07,166.94,2.1,65.37,3036.6,2.26,78.9,0
533.34,175.72,2.42,58.72,2987.3,2.01,75.7,0
534.87,178.29,3.29,68.95,3011.8,2.29,100.0,0
565.65,154.25,6.1,94.25,2900.2,1.52,34.7,1
568.24,166.21,4.38,83.73,2979.9,1.88,62.3,0
532.08,172.61,2.01,63.55,3000.1,2.04,100.0,0
542.1,162.75,1.73,60.94,2990.0,1.92,87.0,0
528.71,156.66,3.21,64.73,2979.2,2.46,80.6,0
540.62,174.45,4.54,73.56,2992.2,1.91,80.9,0
532.42,173.61,2.67,60.25,2998.7,1.76,77.6,0
537.38,169.79,2.51,65.9,3009.2,2.19,81.3,0
536.74,174.03,1.98,57.95,3001.2,2.34,97.8,0
535.23,172.64,2.94,70.79,3014.5,2.3,73.7,0
559.59,165.5,2.04,58.25,3008.9,1.88,97.7,0
537.9,158.32,3.89,59.65,3004.9,2.18,84.0,0
546.48,174.33,3.35,66.63,3008.8,2.3,93.7,0
548.66,166.7,2.37,66.2,2979.4,2.52,84.9,0
562.69,157.87,6.73,86.06,2975.7,1.83,69.6,1
561.17,171.95,6.59,83.75,2984.2,1.45,63.2,1
543.64,166.51,2.49,65.66,3010.0,2.25,100.0,0
533.54,169.71,1.86,72.79,3011.9,2.3,97.4,0
545.54,158.92,7.27,91.04,2968.9,1.95,63.1,1
538.66,173.51,3.07,63.32,2998.3,2.2,72.6,0
536.89,169.3,4.11,65.56,2995.1,2.3,92.6,0
541.72,169.17,1.54,68.46,2996.7,1.87,79.5,0
546.82,169.32,3.13,70.86,2992.1,2.59,88.1,0
541.66,168.95,3.17,60.5,2985.3,1.97,95.9,0
533.32,168.24,3.06,70.37,3012.2,2.14,74.1,0
529.02,164.43,1.67,68.41,3005.1,2.23,100.0,0
583.43,161.23,7.04,92.51,2962.2,1.37,87.4,1
570.55,149.76,7.31,104.44,2946.6,0.99,60.6,1
525.39,162.4,2.81,65.0,3004.5,2.18,71.1,0
529.94,170.91,2.13,70.66,3012.8,2.09,92.8,0
542.17,173.54,2.91,61.71,3002.6,2.03,85.2,0
544.83,170.31,2.82,58.98,3007.6,1.94,94.6,0
547.71,176.49,1.63,58.07,2999.9,1.77,97.3,0
536.98,176.33,1.68,72.11,3002.7,2.3,89.6,0
544.73,163.21,2.43,69.83,2989.2,2.26,90.4,0
534.87,158.87,2.6,70.95,3004.3,2.13,87.4,0
554.71,171.25,1.97,67.26,2996.0,2.39,72.0,0
527.71,178.79,2.34,64.55,3012.9,2.37,96.6,0
564.8,165.03,6.37,70.69,2976.6,1.9,72.4,0
527.94,170.73,2.02,68.15,2986.7,2.05,64.8,0
563.3,161.9,8.05,82.22,2975.8,1.77,58.2,1
548.88,173.02,1.46,62.74,2985.4,2.23,75.7,0
534.64,175.63,3.78,69.89,3019.1,2.13,78.6,0
563.37,160.51,9.0,91.24,2987.9,1.59,57.1,1
534.55,175.65,3.43,75.34,3025.7,2.02,94.2,0
536.9,173.77,3.96,67.09,3017.5,2.15,91.2,0
546.59,174.94,1.22,64.14,2985.9,2.28,84.7,0
537.07,169.64,1.79,65.72,3007.6,2.33,61.4,0
529.49,165.04,1.83,62.59,3007.6,2.35,77.7,0
562.25,149.15,6.4,83.79,2958.8,1.3,86.8,0
532.54,167.52,2.54,62.22,3002.2,2.51,94.7,0
578.07,146.78,8.31,94.71,2974.8,1.67,71.1,1
565.26,153.27,8.02,89.37,2915.5,1.69,78.7,1
524.74,169.81,2.32,60.19,2971.2,1.88,86.0,0
535.73,176.68,1.88,61.52,2997.6,2.56,83.3,0
545.57,166.2,2.6,53.21,2980.0,2.05,77.3,0
549.7,177.95,1.92,66.21,3009.1,2.5,83.5,0
539.59,167.28,2.07,69.64,3011.6,2.16,89.7,0
562.99,166.95,3.03,79.25,2952.8,2.13,100.0,0
557.79,160.01,7.21,83.2,2964.6,1.77,60.3,1
546.63,165.73,4.07,61.04,2982.1,2.26,83.9,0
528.78,169.03,2.17,66.87,2991.6,1.96,84.8,0
553.85,146.54,5.46,83.43,2957.9,1.68,64.3,0
551.83,164.77,2.75,65.78,3005.3,2.48,82.8,0
560.18,158.19,7.19,80.25,2991.8,1.38,69.5,1
547.17,170.73,3.06,64.96,3002.7,2.39,83.1,0
543.77,170.53,2.07,69.6,3011.2,2.16,73.4,0
559.14,152.67,7.68,94.93,2961.7,1.48,51.4,1
544.42,163.57,1.57,65.46,2995.7,1.75,100.0,0
540.03,167.38,1.74,62.24,2988.4,2.33,74.3,0
550.67,175.87,2.5,57.03,3009.4,2.53,75.7,0
531.04,166.33,1.81,61.38,2995.1,2.15,78.5,0
533.93,173.81,3.04,57.33,2991.1,2.45,87.9,0
536.52,162.52,2.51,64.96,2983.2,1.91,84.1,0
538.14,169.65,2.21,64.55,2995.1,2.09,77.9,0
526.62,167.64,1.64,66.34,3004.8,1.87,92.6,0
531.1,168.33,1.88,60.64,2993.2,2.32,92.0,0
534.41,170.3,3.64,66.35,2975.9,2.3,73.4,0
551.25,158.1,2.3,68.05,3005.2,2.58,86.1,0
550.02,169.39,2.21,63.27,3012.9,2.27,87.9,0
546.36,175.68,1.83,76.69,3010.3,2.28,84.0,0
553.41,172.8,2.82,66.21,2992.7,2.19,77.8,0
539.64,167.63,2.4,59.7,2975.8,2.26,85.3,0
555.43,169.49,2.38,60.17,3000.4,2.48,95.4,0
580.5,147.6,8.65,90.97,2980.6,1.55,86.1,1
542.8,176.42,1.79,63.76,2994.6,2.39,91.5,0
566.54,164.16,8.33,99.65,2976.9,1.8,76.8,1
536.8,169.72,1.78,63.33,2994.5,2.07,86.4,0
552.24,166.38,3.65,77.59,2981.2,1.77,74.1,0
540.79,166.27,1.85,60.98,3003.8,2.44,88.5,0
547.09,173.44,1.24,60.53,3023.8,1.71,83.6,0
543.17,174.81,2.54,62.02,2995.0,1.79,81.7,0
547.63,154.27,5.05,84.89,2960.4,1.49,83.3,0
566.27,173.92,2.29,69.35,2998.1,2.37,86.6,0
540.73,156.82,1.79,67.51,3002.4,2.18,75.1,0
572.16,159.34,9.2,91.26,2928.6,1.8,90.3,1
582.26,148.58,6.81,85.95,2962.1,1.68,54.1,1
527.61,177.52,3.45,63.59,3004.6,2.2,100.0,0
558.54,150.04,10.43,80.63,2967.6,1.16,65.1,1
573.12,156.71,9.34,96.53,2946.4,1.6,71.6,1
544.95,179.08,2.76,65.79,2992.0,2.35,92.1,0
538.77,171.59,1.63,71.34,2958.3,2.18,96.4,0
554.42,155.76,9.25,90.24,2909.1,1.31,80.7,1
532.31,170.68,2.43,68.72,3000.1,2.55,69.1,0
572.2,147.4,5.91,92.65,2993.4,1.62,67.1,1
538.32,168.39,2.19,66.11,3021.4,2.14,86.7,0
576.93,157.87,9.09,83.66,2989.2,1.88,59.4,1
549.86,172.74,2.11,62.24,2980.4,2.23,71.0,0
547.28,169.19,3.6,67.48,2983.8,2.0,79.0,0
536.19,173.4,1.6,61.27,3000.1,2.38,75.3,0
554.32,162.13,1.6,70.95,3026.3,2.04,80.4,0
554.49,164.03,1.92,61.96,2958.0,2.22,75.9,0
546.48,169.05,2.73,66.64,3002.3,2.3,73.7,0
541.65,173.0,2.45,65.92,3008.9,1.79,94.1,0
546.67,171.53,0.79,59.87,3002.6,2.23,82.8,0
577.68,155.5,9.44,90.3,2976.0,1.32,49.6,1
533.83,169.6,2.48,73.03,2982.9,2.11,69.2,0
559.89,168.23,6.49,85.39,2953.0,1.53,100.0,0
526.12,170.83,1.93,73.71,3042.6,2.14,88.5,0
558.65,151.93,6.53,90.55,2948.5,0.94,74.9,1
573.42,163.59,9.71,85.1,2896.0,1.25,58.2,1
537.64,173.33,3.55,69.8,3005.0,2.49,89.2,0
539.29,165.68,3.52,59.07,3012.5,2.36,75.3,0
530.89,174.53,1.54,75.59,2976.1,2.35,93.8,0
564.07,169.98,7.33,86.52,3003.4,1.41,56.0,1
548.48,165.52,6.71,75.53,2959.1,2.08,73.4,1
540.86,172.62,1.8,58.59,2998.9,2.02,92.9,0
526.37,172.67,3.43,62.75,2988.0,1.84,63.3,0
545.81,169.61,2.08,72.71,2981.5,2.2,90.3,0
537.14,164.31,1.99,63.55,2971.6,2.04,81.3,0
534.49,175.39,1.7,58.74,3028.9,2.07,71.9,0
530.59,166.92,4.14,60.13,3016.3,2.19,73.5,0
562.4,167.07,2.77,67.55,2991.4,2.23,97.4,0
532.55,180.09,1.94,66.61,2978.2,2.41,81.9,0
530.8,163.29,3.72,70.98,3006.5,2.19,80.6,0
556.41,173.12,2.7,65.04,2999.8,2.06,74.3,0
537.1,169.23,2.83,67.62,3032.6,2.29,96.5,0
569.86,167.56,11.22,93.21,2933.5,1.4,71.7,1
579.12,159.38,9.96,94.66,2934.7,1.51,87.5,1
536.37,175.74,2.31,66.26,2980.0,1.9,90.5,0
548.83,167.74,2.62,67.26,2982.9,2.45,91.4,0
547.55,175.71,4.23,70.5,2967.9,2.26,69.3,0
566.04,153.32,6.77,84.0,2961.7,1.67,78.0,1
546.98,169.17,4.64,61.98,3026.2,2.19,68.5,0
570.18,153.6,7.54,88.83,2902.0,1.88,64.6,1
546.3,167.6,1.71,44.9,2985.8,2.13,84.4,0
537.83,170.17,3.37,64.43,3000.2,2.08,89.3,0
530.1,173.28,2.81,59.75,3004.3,2.31,95.2,0
525.79,163.67,4.01,57.28,3017.3,2.18,81.3,0
534.28,171.09,2.23,67.81,2987.9,2.0,98.2,0
558.18,165.16,3.42,62.07,3007.6,2.33,96.3,0
556.61,168.85,3.76,67.53,3001.1,2.27,100.0,0
538.94,174.28,2.49,60.67,2988.5,2.1,67.1,0
551.37,162.59,3.13,69.4,3036.8,2.41,94.5,0
542.94,185.48,2.52,65.71,3018.9,2.38,85.4,0
539.26,170.67,3.48,65.44,3002.8,2.15,89.9,0
535.97,169.4,1.39,70.28,3021.5,2.38,83.4,0
534.17,170.05,3.62,65.65,3002.1,1.9,92.9,0
533.71,176.55,3.19,54.19,3013.8,2.34,87.6,0
532.46,162.16,1.89,64.42,2939.0,1.98,67.2,0
549.17,167.35,2.58,60.46,2993.7,2.16,82.7,0
591.15,158.3,9.6,96.18,2968.7,1.43,62.5,1
541.33,173.05,2.72,71.05,2972.8,2.21,77.8,0
541.08,162.76,2.25,63.79,2987.6,2.2,80.7,0
564.77,157.33,7.39,92.66,2972.2,1.49,76.1,1
538.32,170.39,2.73,66.57,3011.0,2.47,95.1,0
544.72,164.59,1.3,65.79,3001.0,2.09,93.3,0
531.07,165.47,0.93,59.43,3017.1,2.3,75.3,0
534.49,173.41,2.73,76.67,3006.1,2.17,76.4,0
570.44,162.94,6.52,88.42,2917.1,2.14,76.1,1
560.49,166.02,8.59,84.85,3008.6,1.78,68.6,1
536.63,173.56,2.36,59.01,3020.6,1.98,84.1,0
575.71,158.81,9.2,75.2,2936.0,1.53,65.1,1
532.22,172.33,3.23,69.69,3011.4,2.17,79.8,0
562.52,148.1,9.69,89.66,2926.0,1.31,57.5,1
554.08,170.58,2.42,63.24,2979.6,2.18,88.6,0
565.09,151.27,7.63,88.84,2958.3,1.65,79.3,1
546.62,176.13,2.92,69.64,2976.3,2.24,83.2,0
586.92,159.32,8.73,93.57,2931.5,1.6,65.0,1
560.73,165.65,6.55,81.91,2960.7,1.4,59.2,1
540.84,171.92,0.94,71.35,3015.1,2.25,81.9,0
538.98,174.88,0.87,59.72,3002.5,2.27,75.9,0
576.83,151.58,9.01,100.49,2973.8,1.17,52.7,1
546.78,167.81,2.96,70.42,3002.8,1.79,65.4,0
534.62,176.36,2.45,65.31,3005.1,2.84,98.4,0
569.54,153.07,9.11,89.94,2931.7,1.58,58.7,1
552.77,160.02,4.79,79.16,2982.6,1.84,81.0,0
569.61,166.33,8.59,88.49,2977.4,1.7,78.6,1
523.81,173.59,1.04,62.21,2993.8,2.48,77.7,0
556.88,166.88,3.65,66.76,2990.1,2.36,90.7,0
567.59,153.37,8.86,87.0,2959.1,1.65,72.6,1
535.0,168.91,3.16,69.63,3003.5,2.28,90.3,0
545.69,174.42,2.37,59.39,3025.0,2.15,80.3,0
532.79,166.37,1.48,65.53,2998.9,2.48,73.8,0
541.88,176.39,2.2,61.38,3010.6,1.92,91.3,0
540.67,172.99,3.26,68.14,3014.5,2.41,86.0,0
543.99,172.2,3.22,60.57,3011.6,2.0,81.3,0
540.67,169.96,3.54,67.53,3014.7,2.1,100.0,0
572.88,166.81,9.42,85.59,2966.6,1.52,51.7,1
544.98,175.41,5.92,69.45,2970.4,2.49,66.7,0
553.37,157.98,5.98,77.18,3003.9,1.44,71.6,0
540.63,165.24,2.58,64.28,3025.1,2.3,66.6,0
550.69,142.19,8.79,89.32,2979.7,1.51,76.8,1
541.88,167.47,1.73,63.44,3004.7,2.4,82.5,0
539.37,170.84,3.09,71.83,3004.7,2.02,85.6,0
551.81,173.61,3.11,68.7,2983.1,2.33,98.8,0
536.16,170.35,1.85,59.72,2989.2,2.7,86.4,0
573.23,149.97,6.21,85.47,2993.6,1.61,75.3,0
545.91,177.08,2.0,69.17,2996.5,2.09,76.3,0
534.02,161.08,3.43,64.88,2966.6,2.28,79.6,0
528.13,167.33,2.78,62.19,2980.5,1.95,68.9,0
540.18,159.78,1.45,68.05,3005.7,2.55,98.4,0
569.83,168.56,10.31,93.56,2959.1,1.83,73.6,1
534.34,170.38,3.0,56.85,3020.7,2.3,100.0,0
556.65,182.36,2.47,63.93,3013.0,2.13,85.9,0
541.8,176.86,3.19,61.52,3013.9,2.02,73.6,0
543.05,174.54,3.37,61.65,3012.1,2.59,78.1,0
547.73,177.12,2.7,63.24,3013.6,2.46,80.2,0
534.29,165.36,1.9,67.61,3017.3,1.91,88.5,0
544.39,167.13,1.98,61.91,2982.8,2.38,80.0,0
548.89,174.73,3.16,65.03,2977.1,2.44,78.3,0
552.12,169.35,3.12,60.98,2993.3,2.47,84.6,0
541.28,175.11,3.16,68.49,3016.8,2.18,66.3,0
554.74,153.09,6.34,80.32,2909.1,1.87,99.0,0
544.85,167.2,1.8,64.69,3003.5,2.28,83.0,0
536.63,170.45,2.47,60.79,3025.2,1.9,92.2,0
539.19,173.18,2.75,62.92,2991.8,1.8,86.4,0
532.62,170.47,2.74,55.1,2997.9,2.31,83.4,0
549.8,159.26,5.94,92.68,2958.4,1.75,75.2,1
550.03,167.01,2.27,54.89,2976.1,1.97,84.7,0
539.08,165.9,2.85,69.53,3003.2,2.04,89.6,0
536.58,160.77,3.45,65.44,2958.4,2.61,80.2,0
559.51,165.98,1.76,72.93,3014.3,2.59,85.6,0
568.52,150.3,8.88,87.17,2966.2,1.53,70.5,1
553.4,183.48,1.74,57.1,3025.3,2.12,89.1,0
543.99,171.37,2.52,70.14,2981.9,2.53,94.0,0
539.43,171.5,0.71,66.62,3021.9,2.2,86.9,0
539.76,177.32,2.62,70.69,2986.3,2.16,99.8,0
534.59,166.25,1.47,67.34,2987.3,2.22,88.7,0
533.15,170.56,3.04,72.58,3010.8,2.26,91.7,0
545.39,170.13,2.63,64.49,2985.4,2.2,100.0,0
542.41,167.44,1.58,60.6,3011.5,2.59,98.8,0
556.53,153.66,7.94,94.93,2981.2,1.49,66.9,1
534.46,175.54,1.83,66.75,2994.1,2.2,78.0,0
538.57,162.56,0.82,64.34,2993.5,2.06,98.2,0
531.14,160.58,2.99,65.43,3008.2,2.23,84.9,0
542.28,173.87,4.12,69.51,3004.9,2.2,100.0,0
534.64,180.56,2.23,64.85,2999.3,1.94,79.4,0
